inchikey,substance_name,chemont_label,chemont_labels
PULNLYVCJSOXKS-UHFFFAOYSA-N,"ethyl 1-(4-methoxyphenyl)-7-oxo-6-(4-(2-oxo-1-piperidinyl)phenyl)-4,5,6,7-tetrahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxylate",Phenylpiperidines,Phenylpiperidines|Piperidines
PUMZXCBVHLCWQG-UHFFFAOYSA-N,DL-α-(aminomethyl)-p-hydroxybenzylic alcohol hydrochloride,1-hydroxy-2-unsubstituted benzenoids,1-hydroxy-2-unsubstituted benzenoids
PUNAHERXFHHDBM-UHFFFAOYSA-K,"Trisodium 6,6',6''-(1,3,5-triazine-2,4,6-triyltriimino)trihexanoate",Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives|Carboxylic acids and derivatives
PUNGSQUVTIDKNU-UHFFFAOYSA-N,"2,4,6,8,10-pentamethylcyclopentasiloxane",Organic metalloid salts,Organic metalloid salts|Organic metal salts|Organic salts|Organic compounds
PUPZLCDOIYMWBV-SCSAIBSYSA-N,"(R)-(-)-butane-1,3-diol",Secondary alcohols,Secondary alcohols
PUPZLCDOIYMWBV-UHFFFAOYSA-N,"1,3-butanediol",Secondary alcohols,Secondary alcohols
PUPZLCDOIYMWBV-UHFFFAOYSA-N,"Butane-1,3-diol",Secondary alcohols,Secondary alcohols
PUQLFUHLKNBKQQ-UHFFFAOYSA-L,Calcium bis(trifluoromethanesulfonate),Trifluoromethanesulfonates,Trifluoromethanesulfonates
PUQSDJZESAQGQS-OWSLCNJRSA-N,"17 beta-Hydroxy-4,9-estradien-3-one",Oxosteroids,Oxosteroids|Steroids and steroid derivatives
PURJRGMZIKXDMW-UHFFFAOYSA-N,2-(4-fluorophenyl)thiophene,Fluorobenzenes,Fluorobenzenes
PURKKPCKWDOWLC-UHFFFAOYSA-N,"4-Bromo-2,6-difluorobenzoyl chloride",4-halobenzoic acids and derivatives,4-halobenzoic acids and derivatives
PURTUPNWTLPILZ-UHFFFAOYSA-N,nickel dilactate,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives
PUSZQUJVSQNJEI-FSSWDIPSSA-N,"[(2S,3R,5S)-3-[(4-methylbenzoyl)oxy]-5-(5-methyl-2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)tetrahydrofuran-2-yl]methyl 4-methylbenzoate",Pyrimidine 2'-deoxyribonucleosides,Pyrimidine 2'-deoxyribonucleosides|Pyrimidine nucleosides
PUVAFTRIIUSGLK-UHFFFAOYSA-M,"2,3-epoxypropyltrimethylammonium chloride",Tetraalkylammonium salts,Tetraalkylammonium salts|Quaternary ammonium salts|Organonitrogen compounds
PUVAFTRIIUSGLK-UHFFFAOYSA-M,"2,3-epoxypropyltrimethylammonium chloride … %; glycidyl trimethylammonium chloride … %",Tetraalkylammonium salts,Tetraalkylammonium salts|Quaternary ammonium salts|Organonitrogen compounds
PUXFWKDBUFGVKA-UHFFFAOYSA-N,3-hydroxy-4-[[2-methyl-5-[(1-methylethoxy)carbonyl]phenyl]azo]-2-naphthoic acid,Naphthalenecarboxylic acids,Naphthalenecarboxylic acids|Naphthalenecarboxylic acids and derivatives|Naphthalenes|Benzenoids|Organic compounds
PUYJOFJHPNLPRJ-UHFFFAOYSA-N,3-Fluor-1-[4-(trans-4-propylcyclohexyl)-1-cyclohexen-1-yl]-benzen,Fluorobenzenes,Fluorobenzenes
PUYWATQNUBMZKI-UHFFFAOYSA-N,"2,4-Dibromo-6-[(cyclohexyl-methyl-amino)-methyl]-phenylamine hydrobromide",Phenylmethylamines,Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
PUYXTUJWRLOUCW-UHFFFAOYSA-N,Spiroxamine,Ketals,Ketals|Acetals
PUYXTUJWRLOUCW-UHFFFAOYSA-N,"spiroxamine (ISO); 8-tert-butyl-1,4-dioxaspiro[4.5]decan-2-ylmethyl(ethyl)(propyl)amine",Ketals,Ketals|Acetals
PUZPDOWCWNUUKD-UHFFFAOYSA-M,Sodium fluoride,Alkali metal fluorides,Alkali metal fluorides
PUZPDOWCWNUUKD-UHFFFAOYSA-M,sodium fluoride,Alkali metal fluorides,Alkali metal fluorides
PVAAOBAQAZXOQT-WQZBAHQISA-L,"Magnesium bis((R)-2-(2,4-dichlorophenoxy)propionate)",2-phenoxypropionic acids,2-phenoxypropionic acids|Benzene and substituted derivatives|Benzenoids|Organic compounds
PVAAOBAQAZXOQT-WQZBAHQISA-L,"magnesium bis((R)-2-(2,4-dichlorophenoxy)propionate)",2-phenoxypropionic acids,2-phenoxypropionic acids|Benzene and substituted derivatives|Benzenoids|Organic compounds
PVADUHPHJRAAIS-FNORWQNLSA-N,2-methylpentan-3-yl (2E)-but-2-enoate,Fatty acid esters,Fatty acid esters
PVBRSNZAOAJRKO-UHFFFAOYSA-N,Ethyl mercaptoacetate,Carboxylic acid esters,Carboxylic acid esters
PVCJKHHOXFKFRP-UHFFFAOYSA-N,N-2-hydroxyethylacetamide,Carboximidic acids,Carboximidic acids|Carboximidic acids and derivatives
PVDIIWUJHVIZTK-UHFFFAOYSA-N,2-methylideneundecanal,Medium-chain aldehydes,Medium-chain aldehydes
PVFOMCVHYWHZJE-UHFFFAOYSA-N,Trichloroacetyl chloride,Acyl chlorides,Acyl chlorides
PVFQHGDIOXNKIC-UHFFFAOYSA-N,"4,4'-(1,3-phenylene-bis(1-methylethylidene))bis-phenol",Linear diarylheptanoids,Linear diarylheptanoids
PVFQHGDIOXNKIC-UHFFFAOYSA-N,"4,4'-(1,3-phenylene-bis(1-methylethylidene))bisphenol",Linear diarylheptanoids,Linear diarylheptanoids
PVFZKRMYBKEXBN-UHFFFAOYSA-N,"pentamethylenedithiocarbamic acid, piperidine salt",Piperidines,Piperidines
PVKVBDZRILNPJY-UHFFFAOYSA-N,"Trifluoro[1,1'-oxybis[butane]]boron",Dialkyl ethers,Dialkyl ethers
PVMMMVHZRGMXED-UHFFFAOYSA-J,Hexachloroiridic acid,Transition metal chlorides,Transition metal chlorides
PVNIIMVLHYAWGP-UHFFFAOYSA-N,Nicotinic acid,Pyridinecarboxylic acids,Pyridinecarboxylic acids|Pyridinecarboxylic acids and derivatives|Pyridines and derivatives
PVNVSSNARYHLRF-UHFFFAOYSA-N,"2,3-dimethyl-2H-indazol-6-amine",Indazoles,Indazoles
PVOAHINGSUIXLS-UHFFFAOYSA-N,1-methylpiperazine,N-methylpiperazines,N-methylpiperazines|N-alkylpiperazines|Piperazines|Diazinanes
PVQDBEUVVVTFSY-UHFFFAOYSA-L,Nickel(2+) hydrogen citrate,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives|Carboxylic acids and derivatives
PVQDBEUVVVTFSY-UHFFFAOYSA-L,nickel(II) hydrogen citrate,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives|Carboxylic acids and derivatives
PVQVJLCMPNEFPM-UHFFFAOYSA-N,Diisobutyl hydrogen phosphate,Dialkyl phosphates,Dialkyl phosphates|Alkyl phosphates|Phosphate esters|Organic phosphoric acids and derivatives
PVSGXWMWNRGTKE-UHFFFAOYSA-N,Imazapic,Alpha amino acids and derivatives,Alpha amino acids and derivatives
PVSVOHZYIOZHHS-UHFFFAOYSA-N,"2-ethyl-2-(3-chloro-propyl)-malonic acid-1,3-diethyl ester",Fatty acid esters,Fatty acid esters
PVTHJAPFENJVNC-UQTMRZPGSA-N,Kasugamycin,Aminocyclitol glycosides,Aminocyclitol glycosides|Aminoglycosides|Aminosaccharides
PVWBDQDATFFARD-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 3-dibutylaminopropionate",Carboxylic acid esters,Carboxylic acid esters
PVWMAOPFDINGAY-UHFFFAOYSA-N,Isoval,Indanediones,Indanediones|Indanones|Indanes|Benzenoids|Organic compounds
PVWOIHVRPOBWPI-UHFFFAOYSA-N,1-iodopropane,Organoiodides,Organoiodides
PVYKGJCGTZQNJL-UHFFFAOYSA-N,"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, 3-(2-cyanoethyl) 5-methyl ester",Dihydropyridinecarboxylic acids and derivatives,Dihydropyridinecarboxylic acids and derivatives|Dihydropyridines|Hydropyridines|Pyridines and derivatives
PWAXUOGZOSVGBO-UHFFFAOYSA-N,Adipoyl dichloride,Acyl chlorides,Acyl chlorides
PWCUVRROUAKTLL-PFONDFGASA-N,"1, 2-Diphenylethanone, oxime",Stilbenes,Stilbenes
PWEGQXPODNSKMU-UHFFFAOYSA-M,(2-(tert-butoxy)-2-oxoethyl)triphenylphosphonium chloride,Phenylphosphines and derivatives,Phenylphosphines and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
PWGJDPKCLMLPJW-UHFFFAOYSA-N,Octamethylenediamine,Monoalkylamines,Monoalkylamines
PWGRLXLAQOHQKX-DFWYDOINSA-N,"(S)-3-Aminopiperidine-2,6-dione hydrobromide",Alpha amino acids and derivatives,Alpha amino acids and derivatives
PWGUTKLGUISGAE-UHFFFAOYSA-N,4-trans-Propylcyclohexylbenzene,Benzene and substituted derivatives,Benzene and substituted derivatives|Benzenoids|Organic compounds
PWHULOQIROXLJO-UHFFFAOYSA-N,Manganese,Homogeneous transition metal compounds,Homogeneous transition metal compounds
PWHZISRQZCOJAF-UHFFFAOYSA-M,Magnesium neodecanoate,Medium-chain fatty acids,Medium-chain fatty acids|Fatty acids and conjugates
PWKNBLFSJAVFAB-UHFFFAOYSA-N,1-fluoro-2-nitrobenzene,Nitrobenzenes,Nitrobenzenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
PWKSKIMOESPYIA-BYPYZUCNSA-N,Acetylcysteine,N-acyl-L-alpha-amino acids,N-acyl-L-alpha-amino acids|N-acyl-alpha amino acids|N-acyl-alpha amino acids and derivatives|Alpha amino acids and derivatives
PWLLZZMFFZUSOG-UHFFFAOYSA-N,"Dimethylcyclopropane-1,1-dicarboxylate",Cyclopropanecarboxylic acids and derivatives,Cyclopropanecarboxylic acids and derivatives|Carboxylic acids and derivatives
PWLLZZMFFZUSOG-UHFFFAOYSA-N,"dimethylcyclopropane-1,1-dicarboxylate",Cyclopropanecarboxylic acids and derivatives,Cyclopropanecarboxylic acids and derivatives|Carboxylic acids and derivatives
PWNAWOCHVWERAR-UHFFFAOYSA-N,Flumetralin,Phenylbenzamines,Phenylbenzamines|Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
PWNAWOCHVWERAR-UHFFFAOYSA-N,"flumetralin (ISO); N-(2-chloro-6-fluorobenzyl)-N-ethyl-α,α,α-trifluoro-2,6-dinitro-p-toluidine",Phenylbenzamines,Phenylbenzamines|Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
PWOBDMNCYMQTCE-UHFFFAOYSA-N,o-chlorobenzenethiol,Thiophenols,Thiophenols|Benzenoids|Organic compounds
PWPGEAPXJJWEJC-UHFFFAOYSA-N,N-tert-Butyl-4-[(3-fluoro-4-methoxybenzylidene)amino]benzenesulfonamide,Benzenesulfonamides,Benzenesulfonamides|Benzene and substituted derivatives|Benzenoids|Organic compounds
PWPJGUXAGUPAHP-UHFFFAOYSA-N,Lufenuron,N-phenylureas,N-phenylureas|Benzene and substituted derivatives|Benzenoids|Organic compounds
PWPJGUXAGUPAHP-UHFFFAOYSA-N,"N-[2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)-phenyl-aminocarbonyl]-2,6-difluorobenzamide",N-phenylureas,N-phenylureas|Benzene and substituted derivatives|Benzenoids|Organic compounds
PWPJGUXAGUPAHP-UHFFFAOYSA-N,"lufenuron (ISO); N-[2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)-phenyl-aminocarbonyl]-2,6-difluorobenzamide",N-phenylureas,N-phenylureas|Benzene and substituted derivatives|Benzenoids|Organic compounds
PWRLFTZIDSVXSY-UHFFFAOYSA-J,"(2,2'-(3,3'-dioxidobiphenyl-4,4'-diyldiazo)bis(6-(4-(3-(diethylamino)propylamino)-6-(3-(diethylammonio)propylamino)-1,3,5-triazin-2-ylamino)-3-sulfonato-1-naphtholato))dicopper(II) acetate lactate",2-naphthalene sulfonates,2-naphthalene sulfonates
PWUWUKQPSOGOPL-BEAPCOKYSA-N,"Methyl (1S,3S,4R)-2-[(1R)-1-phenylethyl]-2-azabicyclo[2.2.1]hept-5-ene-3-carboxylate",Alpha amino acid esters,Alpha amino acid esters|Alpha amino acids and derivatives
PWWRPPKIWLDSIM-UHFFFAOYSA-N,"Phenol, 2-[4-(4-ethoxyphenyl)-6-phenyl-1,3,5-triazin-2-yl]-",Phenol ethers,Phenol ethers|Benzenoids|Organic compounds
PWWSSIYVTQUJQQ-UHFFFAOYSA-N,"Dioctadecyl 3,3'-thiodipropionate",Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
PWWSSIYVTQUJQQ-UHFFFAOYSA-N,"thiodipropionic acid, dioctadecyl ester",Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
PWWVAXIEGOYWEE-UHFFFAOYSA-N,Promethazine,Phenothiazines,Phenothiazines|Benzothiazines
PWXTUWQHMIFLKL-UHFFFAOYSA-N,"1,1'-isopropylidenebis[4-(allyloxy)-3,5-dibromobenzene]",Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
PWXZGIVKGZBIBK-UHFFFAOYSA-O,(4-phenylbutyl)phosphinic acid,Benzene and substituted derivatives,Benzene and substituted derivatives|Benzenoids|Organic compounds
PWYIUEFFPNVCMW-UHFFFAOYSA-N,Propaphos,Phenoxy compounds,Phenoxy compounds|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXAJQJMDEXJWFB-UHFFFAOYSA-N,Acetone oxime,Ketoximes,Ketoximes
PXAJQJMDEXJWFB-UHFFFAOYSA-N,acetone oxime,Ketoximes,Ketoximes
PXALOSRQFNJYSK-MRXNPFEDSA-N,"Ethyl N-(5-chloro-3-(4-(diethylamino)-2-methylphenylimino)-4-methyl-6-oxo-1,4-cyclohexadienyl)carbamate",Aminotoluenes,Aminotoluenes|Toluenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXALOSRQFNJYSK-MRXNPFEDSA-N,"ethyl N-(5-chloro-3-(4-(diethylamino)-2-methylphenylimino)-4-methyl-6-oxo-1,4-cyclohexadienyl)carbamate",Aminotoluenes,Aminotoluenes|Toluenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXBBYUBOIIHNTO-UHFFFAOYSA-J,"Bis[5-[[4-[benzylmethylamino]phenyl]azo]-1,4-dimethyl-1H-1,2,4-triazolium] tetrachlorozincate(2-)",Phenylbenzamines,Phenylbenzamines|Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXBFMLJZNCDSMP-UHFFFAOYSA-N,2-aminobenzamide,Anthranilamides,Anthranilamides|Benzamides|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXBFMLJZNCDSMP-UHFFFAOYSA-N,Anthranilamide,Anthranilamides,Anthranilamides|Benzamides|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXBRQCKWGAHEHS-UHFFFAOYSA-N,Dichlorodifluoromethane,Chlorofluorocarbons,Chlorofluorocarbons
PXDJXZJSCPSGGI-UHFFFAOYSA-N,"Fatty acids, C16-18, C12-18-alkyl esters",Wax monoesters,Wax monoesters
PXDJXZJSCPSGGI-UHFFFAOYSA-N,Hexadecyl palmitate,Wax monoesters,Wax monoesters
PXDNXJSDGQBLKS-UHFFFAOYSA-N,Foramsulfuron,Pyrimidinyl-2-sulfonylureas,Pyrimidinyl-2-sulfonylureas
PXDNXJSDGQBLKS-UHFFFAOYSA-N,"foramsulfuron (ISO); 2-{[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-4-formamido-N,N-dimethylbenzamide; 1-(4,6-dimethoxypyrimidin-2-yl)-3-(2-dimethylcarbamoyl-5-formamidophenylsulfonyl)urea",Pyrimidinyl-2-sulfonylureas,Pyrimidinyl-2-sulfonylureas
PXDRFQZLDWZHPX-UHFFFAOYSA-N,"1-chloro-3,5-dimethyladamantane",Organochlorides,Organochlorides
PXGOKWXKJXAPGV-UHFFFAOYSA-N,Fluorine,Homogeneous halogens,Homogeneous halogens
PXGOKWXKJXAPGV-UHFFFAOYSA-N,fluorine,Homogeneous halogens,Homogeneous halogens
PXGZQGDTEZPERC-UHFFFAOYSA-N,"1,4-cyclohexanedicarboxylic acid",Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
PXGZQGDTEZPERC-UHFFFAOYSA-N,"Cyclohexane-1,4-dicarboxylic acid",Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
PXHVJJICTQNCMI-UHFFFAOYSA-N,Nickel,Homogeneous transition metal compounds,Homogeneous transition metal compounds
PXHVJJICTQNCMI-UHFFFAOYSA-N,Nickel hydride,Homogeneous transition metal compounds,Homogeneous transition metal compounds
PXHVJJICTQNCMI-UHFFFAOYSA-N,nickel,Homogeneous transition metal compounds,Homogeneous transition metal compounds
PXHVJJICTQNCMI-UHFFFAOYSA-N,nickel powder; [particle diameter < 1 mm],Homogeneous transition metal compounds,Homogeneous transition metal compounds
PXIKRTCSSLJURC-UHFFFAOYSA-N,2-methoxy-4-propylphenol,Methoxyphenols,Methoxyphenols
PXIPVTKHYLBLMZ-UHFFFAOYSA-N,Sodium azide,Alkali metal nitrides,Alkali metal nitrides
PXIPVTKHYLBLMZ-UHFFFAOYSA-N,sodium azide,Alkali metal nitrides,Alkali metal nitrides
PXJJSXABGXMUSU-UHFFFAOYSA-N,Disulphur dichloride,Other non-metal halides,Other non-metal halides
PXJJSXABGXMUSU-UHFFFAOYSA-N,disulphur dichloride; sulfur monochloride,Other non-metal halides,Other non-metal halides
PXJTYSVQFWJIMQ-UHFFFAOYSA-N,"2-amino-6-methyl-1,2,4-triazolo[1,5-a]pyrimidin-5(1H)-one",Triazolopyrimidines,Triazolopyrimidines
PXKLMJQFEQBVLD-UHFFFAOYSA-N,"4,4'-methylenediphenol",Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXKLMJQFEQBVLD-UHFFFAOYSA-N,"4,4'-methylenediphenol; bisphenol F",Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXKLMJQFEQBVLD-UHFFFAOYSA-N,BPF,Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXLIDIMHPNPGMH-UHFFFAOYSA-N,Sodium chromate,Miscellaneous chromates,Miscellaneous chromates
PXLIDIMHPNPGMH-UHFFFAOYSA-N,sodium chromate,Miscellaneous chromates,Miscellaneous chromates
PXMJCECEFTYEKE-UHFFFAOYSA-N,"Methyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate",Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXMLTVJEYHGPEH-UHFFFAOYSA-N,"N-[4-(aminocarbonyl)phenyl]-4-[[1-[[(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)amino]carbonyl]-2-oxopropyl]azo]benzamide",Benzanilides,Benzanilides|Aromatic anilides|Anilides|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXMNMQRDXWABCY-UHFFFAOYSA-N,"1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol",Phenylbutylamines,Phenylbutylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXMNMQRDXWABCY-UHFFFAOYSA-N,Tebuconazole,Phenylbutylamines,Phenylbutylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXMNMQRDXWABCY-UHFFFAOYSA-N,"tebuconazole (ISO); 1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol",Phenylbutylamines,Phenylbutylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXNFRRGZKFZDOU-UHFFFAOYSA-N,"N,N'-bis(2-ethoxyethyl)-p-xylene-α,α'-diamine",Phenylmethylamines,Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
PXOZAFXVEWKXED-UHFFFAOYSA-N,C.I. Disperse Yellow 3; N-[4-[(2-hydroxy-5-methylphenyl)azo]phenyl]acetamide,Azobenzenes,Azobenzenes
PXQPEWDEAKTCGB-UHFFFAOYSA-N,Orotic acid,Pyrimidinecarboxylic acids,Pyrimidinecarboxylic acids|Pyrimidinecarboxylic acids and derivatives|Pyrimidines and pyrimidine derivatives
PXRBWNLUQYZAAX-UHFFFAOYSA-N,6-butyltetrahydro-2H-pyran-2-one,Delta valerolactones,Delta valerolactones|Lactones
PXRFIHSUMBQIOK-CVBJKYQLSA-L,"oleic acid, tin(II) salt",Long-chain fatty acids,Long-chain fatty acids|Fatty acids and conjugates
PXTQQOLKZBLYDY-UHFFFAOYSA-N,Bis(2-ethylhexyl) carbonate,Carbonic acid diesters,Carbonic acid diesters|Organic carbonic acids and derivatives
PXUJYZVHENREBB-UHFFFAOYSA-N,"2,9-bis[4-(phenylazo)phenyl]anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone",Phenanthrenes and derivatives,Phenanthrenes and derivatives|Benzenoids|Organic compounds
PXUJYZVHENREBB-UHFFFAOYSA-N,C.I. Pigment Red 178 (or: perylene red),Phenanthrenes and derivatives,Phenanthrenes and derivatives|Benzenoids|Organic compounds
PXUULQAPEKKVAH-UHFFFAOYSA-N,Undecafluorohexanoic acid,Perfluoroalkyl carboxylic acid and derivatives,Perfluoroalkyl carboxylic acid and derivatives
PXVKYPFROMBALG-VNKDHWASSA-N,"Hexa-2,4-dienyl acetate",Carboxylic acid esters,Carboxylic acid esters
PXVKYPFROMBALG-VNKDHWASSA-N,"[(2E,4E)-hexa-2,4-dienyl] acetate",Carboxylic acid esters,Carboxylic acid esters
PYAPITOPBTXXNJ-UHFFFAOYSA-N,α-phenylpyridine-2-acetamide,Phenylacetamides,Phenylacetamides|Benzene and substituted derivatives|Benzenoids|Organic compounds
PYBPYUAKCDQFCS-KVVVOXFISA-N,"Oleic acid, compound with N-(2-aminoethyl)ethane-1,2-diamine",Long-chain fatty acids,Long-chain fatty acids|Fatty acids and conjugates
PYCAPKTYGQEHDI-UHFFFAOYSA-H,Trisodium bis[3-hydroxy-4-[(2-hydroxy-1-naphthyl)azo]naphthalene-1-sulphonato(3-)]chromate(3-),"1,1'-azonaphthalenes","1,1'-azonaphthalenes|Naphthalenes|Benzenoids|Organic compounds"
PYCHXHVFOZBVEY-UHFFFAOYSA-N,"2,2-dimethylhexan-3-one",Ketones,Ketones|Carbonyl compounds|Organooxygen compounds
PYCINWWWERDNKE-UHFFFAOYSA-N,Propyrisulfuron,Pyrimidinyl-2-sulfonylureas,Pyrimidinyl-2-sulfonylureas
PYEJQVYISBUGDU-NKWVEPMBSA-N,"(1R,2R)-2-(3,4-difluorophenyl)cyclopropane-1-carboxamide",Fluorobenzenes,Fluorobenzenes
PYGSKMBEVAICCR-UHFFFAOYSA-N,"1,5-hexadiene",Alkadienes,Alkadienes
PYGSKMBEVAICCR-UHFFFAOYSA-N,"Hexa-1,5-diene",Alkadienes,Alkadienes
PYGXAGIECVVIOZ-UHFFFAOYSA-N,Dibutyl sebacate,Fatty acid esters,Fatty acid esters
PYGXAGIECVVIOZ-UHFFFAOYSA-N,"sebacic acid, dibutyl ester",Fatty acid esters,Fatty acid esters
PYHXGXCGESYPCW-UHFFFAOYSA-N,Diphenylacetic acid,Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
PYILKOIEIHHYGD-UHFFFAOYSA-M,"troclosene sodium, dihydrate",Triazinones,Triazinones
PYJJCSYBSYXGQQ-UHFFFAOYSA-N,Trichloro(octadecyl)silane,Organochlorosilanes,Organochlorosilanes|Organoheterosilanes
PYJWLFDSOCOIHD-UHFFFAOYSA-N,"3,6-dichloro-o-anisic acid, compound with 2-aminoethanol (1:1)",O-methoxybenzoic acids and derivatives,O-methoxybenzoic acids and derivatives
PYKXYIPEUCVBIB-UHFFFAOYSA-N,"Benzeneacetonitrile, 2-methyl-.alpha.-[2-[[(propylsulfonyl)oxy]imino]-3(2H)-thienylidene]-",Toluenes,Toluenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
PYLDCZJUHYVOAF-UHFFFAOYSA-N,4-chlorobutyl acetate,Carboxylic acid esters,Carboxylic acid esters
PYLMCYQHBRSDND-SOFGYWHQSA-N,2-ethylhex-2-enal,Medium-chain aldehydes,Medium-chain aldehydes
PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,Fluorobenzenes,Fluorobenzenes
PYNDHEONPQYIAN-ZCFIWIBFSA-N,(R)-3-(Boc-amino)butanoic acid,Branched fatty acids,Branched fatty acids|Fatty acids and conjugates
PYODKQIVQIVELM-UHFFFAOYSA-M,Sodium diisobutylnaphthalenesulphonate,1-naphthalene sulfonates,1-naphthalene sulfonates
PYOKUURKVVELLB-UHFFFAOYSA-N,Trimethyl orthoformate,Ortho esters,Ortho esters|Organooxygen compounds
PYSGFFTXMUWEOT-UHFFFAOYSA-N,3-dimethylaminopropan-1-ol,"1,3-aminoalcohols","1,3-aminoalcohols"
PYSORILUZXWKON-UHFFFAOYSA-N,2-[4-chloro-3-(chlorosulphonyl)benzoyl]benzoic acid,Benzophenones,Benzophenones|Benzene and substituted derivatives|Benzenoids|Organic compounds
PYWVYCXTNDRMGF-UHFFFAOYSA-N,"9-(2-carboxyphenyl)-3,6-bis(diethylamino)xanthylium chloride",Xanthenes,Xanthenes
PYXQBGGQMBEYLO-UHFFFAOYSA-N,2-ethyl-2-phenylbutyric acid,Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
PYZPABZGIRHQTA-UHFFFAOYSA-N,1-[3-(Hydroxymethyl)pyridin-2-yl)-4-methyl-2-phenylpiperazine,Pyridinylpiperazines,Pyridinylpiperazines|Piperazines|Diazinanes
PYZSVQVRHDXQSL-UHFFFAOYSA-N,Dithianon,Naphthalenes,Naphthalenes|Benzenoids|Organic compounds
PYZSVQVRHDXQSL-UHFFFAOYSA-N,"dithianon (ISO); 5,10-dihydro-5,10-dioxonaphtho(2,3-b)(1,4)dithiazine-2,3-dicarbonitrile",Naphthalenes,Naphthalenes|Benzenoids|Organic compounds
PZAPHSWWQURQLC-UHFFFAOYSA-N,"ferrocene, (4-chlorobutyl)-",Cycloalkanes,Cycloalkanes|Saturated hydrocarbons
PZBLUWVMZMXIKZ-UHFFFAOYSA-N,Ethoxycarbonylmethyl ethyl phthalate,Benzoic acid esters,Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
PZBLUWVMZMXIKZ-UHFFFAOYSA-N,ethyl phthalyl ethyl glycolate,Benzoic acid esters,Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
PZBPKYOVPCNPJY-UHFFFAOYSA-N,"1-[2-(allyloxy)-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole",Benzylethers,Benzylethers|Benzene and substituted derivatives|Benzenoids|Organic compounds
PZBPKYOVPCNPJY-UHFFFAOYSA-N,Imazalil (aka enilconazole),Benzylethers,Benzylethers|Benzene and substituted derivatives|Benzenoids|Organic compounds
