substance_name,entity_type,matchable,is_group,equivalent_node,equivalent_level,relationship_type,confidence,emb_match,emb_score,emb_agrees
"(1aR,5S,8S,10R,22aR)·5 tert·butyl-14·methoxy-3,6-dioxo-1,1a,3,4,5,6,9,10,18,19,20,21,22,22a tetradecahydro-8H-7,10·methanocyclopropa(18,19)(1,10,3,6)dioxadiazacyclononadecino[11,12-b]quinoxaline-8-carboxylic acid",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Glass, oxide, chemicals",CAS without structure,TRUE,TRUE,Inorganic oxides,class,subset,medium,NA,NA,FALSE
Fatty alcohols / Aliphatic alcohols,Unclassified,TRUE,TRUE,Fatty alcohols,subclass,exact,high,Fatty alcohols,0.884212839556921,TRUE
"(CIS)-5-(4,6-dimethylpyrimidin-2-yl)-2,3,3a,4,6,6a-hexahydro-1H-pyrrolo[3,4-c]pyrrole",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fatty acids, C8-16(even numbered), 2-ethylhexyl esters",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,high,NA,NA,FALSE
"ethyl trans-2,2,6-trimethylcyclohexanecarboxylate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fatty acids, C8-10, tetraesters with pentaerythritol",CAS without structure,TRUE,TRUE,Wax esters,direct_parent,subset,low,NA,NA,FALSE
"Fatty acids, lanolin, esters with cholesterol-low lanolin alcs.",CAS without structure,TRUE,TRUE,Wax esters,direct_parent,subset,medium,NA,NA,FALSE
"1,1'-(dodecylimino)dipropan-2-ol + 1,1'-(tetradecylimino)dipropan-2-ol",Unclassified,TRUE,TRUE,Secondary alcohols,subclass,subset,low,NA,NA,FALSE
methyl (2Z)-2-(2-nitrobenzylidene)-3-oxobutanoate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"fatty acids, soya",CAS without structure,TRUE,TRUE,Fatty acids and conjugates,subclass,subset,high,NA,NA,FALSE
"1-Naphthalenesulfonic acid, 3-diazo-3,4-dihydro-4-oxo-, ester with phenyl(2,3,4-trihydroxyphenyl)methanone 6-diazo-5,6-dihydro-5-oxo-1-naphthalenesulfonate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"1,2-dichloro-1,1,2-trifluoro-2-(trifluoromethoxy)ethane and2-(1,2-dichloro-1,2,2-trifluoroethoxy)-1,1,2,2-tetrafluoroethanesulfonyl fluoride",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Tetrasodium {5-[(4-chloro-6-{[4-(alkenylsulfonyl)phenyl]amino}-heteromonocycl-2-yl)amino]-4-(hydroxy-κO)-3-{[2-(hydroxy-κO)phenyl]diazenyl-κN}naphthalene-disulfonato(4-)}[3-(hydroxy-κO)-4-{[2-(hydroxy-κO)naphthalen-1-yl]diazenyl-κN}naphthalene-sulfonato(3-)]chromate(4-),Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"UK-348,959",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Crude benzole|Light oil (coal), coke-oven|[The volatile organic liquid extracted from the gas evolved in the high temperature (greater than 700°C (1292°F)) destructive distillation of coal. Composed primarily of benzene, toluene, and xylenes. May contai",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Pentene, 2,4,4-trimethyl-, sulfurized",CAS without structure,TRUE,TRUE,Organosulfur compounds,superclass,subset,medium,NA,NA,FALSE
"Cedrus deodara, ext., oxidized",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"D-Glucitol, 1-deoxy-1-(methylamino)-, N-[C8-14(even numbered) acyl] derivs.",Unclassified,TRUE,TRUE,Fatty amides,subclass,subset,medium,NA,NA,FALSE
"Alkenes, C15-18, branched",Unclassified,TRUE,TRUE,Branched unsaturated hydrocarbons,subclass,subset,medium,NA,NA,FALSE
"Fatty acids, C18-unsatd., reaction products with 1,1',1'',1'''-(1,2-ethanediyldinitrilo)tetrakis[2-propanol] and di-Me sulfate",Unclassified,TRUE,TRUE,Quaternary ammonium salts,subclass,subset,medium,NA,NA,FALSE
"1,2-Ethanediamine, N-{3-(trimethoxysilyl)propyl}-,N-{(ethenylphenyl)methyl}derivate,hydrochlorides",CAS without structure,TRUE,TRUE,Hydrochlorides,class,subset,medium,NA,NA,FALSE
TFM3-1575U,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"N-(3-triethoxysilylpropyl)-aza-2,2-diethoxy-2-silacyclopentane",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
BONTRON E-89,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
branched and cross-linked multi-walled carbon nanotubes,Unclassified,TRUE,TRUE,NA,NA,broader,high,NA,NA,FALSE
"hexasodium (di[N-(3-(4-[5-(5-amino-3-methyl-1-phenylpyrazol-4-yl-azo)-2,4-disulfo-anilino]-6-chloro-1,3,5-triazin-2-ylamino)phenyl)-sulfamoyl](di-sulfo)-phthalocyaninato)nickel",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
stone wool,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"4,4'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)imino[6-[bis(2-hydroxyethyl)amino]-1,3,5-triazine-4,2-diyl]imino]]bisarenoate sodium salt",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzene, mono-C10-13-alkyl derivs., distn. residues, sulfonated, barium salts",Unclassified,TRUE,TRUE,Organic metal salts,class,subset,medium,NA,NA,FALSE
"Hydrocarbons, C5-11, nonaroms.-rich, reforming light fraction",CAS without structure,TRUE,TRUE,Hydrocarbons,superclass,subset,medium,NA,NA,FALSE
dilithium 6-acetamido-4-hydroxy-3-(4-((2-sulphonatooxy)ethylsulphonyl)phenylazo)naphthalene-2-sulphonate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
SENSIBILISATOR KF 688S PINA(R),Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
NOVAL,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
SS-AMINOALC-PTS 8321,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"2(2,4-DIMETHYLCYCLOHEX-1-YL)PYRIDINE",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
(η-cyclopentadienyl)(η-cumenyl)iron(1+)hexafluorophosphate(1-),CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of 4,4'-methylenediphenyl diisocyanate with p-toluidine",Unclassified,TRUE,TRUE,Polyureas,superclass,subset,medium,NA,NA,FALSE
"Sodium 2(or 5)-[[1-amino-4-[[3-[[(chloroacetyl)amino]methyl]-2,4,6-trimethylphenyl]amino]-9,10-dihydro-9,10-dioxo-2-anthryl]oxy]-5(or 2)-(tert-butyl)benzenesulphonate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzotriazol, ar-methyl-, reaction product with formaldehyde and Diethanolamine",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Bubet,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
A-87861.0,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Liquidambar Styraciflua, oil",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Heavy wax residue fraction, waste plastic derived, hydrothermal conversion",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"alkoxysilanes with functional groups, e.g. vinyl, methacryl, amino or glycidyl groups",Unclassified,TRUE,TRUE,Alkoxysilanes,subclass,subset,high,NA,NA,FALSE
Alkali salt of (sulfonato oxyethane sulfonyl) arylamino triazinylamino sulfonato (sulfonato arylazo) aryl sulfonate,Unclassified,TRUE,TRUE,Organic salts,superclass,subset,low,NA,NA,FALSE
Essential oil of Petitgrain obtained from the leaves and twigs of Citrus aurantium (Rutaceae) by distillation,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
BIS-6CP,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
"Octene, hydroformylation products, low-boiling",CAS without structure,TRUE,TRUE,Aldehydes,direct_parent,subset,medium,NA,NA,FALSE
"1,3-Benzenedimethanamine, reaction products with polyetylene glycol mono-Bu ether and TDI",CAS without structure,TRUE,TRUE,Polyureas,superclass,subset,low,NA,NA,FALSE
"C10-13-alkyl(branched, unsaturated)-succinic acid-4-(3-methyl-butyl)-ester",Unclassified,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
"Lavender, Lavandula latifolia, ext.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"9β,11β-epoxy-6α-fluoro-17,21-dihydroxypregna-1,4-diene-3,20-dione 21-acetate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
SUBSTANCE S177284,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
hydrazine bis(3-carboxy-4-hydroxybenzensulfonate),Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"potassium sodium 6,13-dichloro-3,10-bis{2-[4-[3-(2-hydroxysulphonyloxyethanesulfonyl)phenylamino]-6-(2,5-disulfonatophenylamino)-1,3,5-triazin-2-ylamino]ethylamino}benzo[5,6][1,4]oxazino[2,3-b]phenoxazine-4,11-disulfonate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"1,3,5-triazine-2,4,6-triyltriamine, monohydrobromide",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"2-(2,6-diethyl-4-methyl-phenyl)propanediamide",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
S-04,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Calcines, cadmium residue",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"2-Propanol, 1,1'-[[3-[(3-aminopropyl)amino]propyl]imino]bis-, N-tallow alkyl derivs.",CAS without structure,TRUE,TRUE,Tertiary amines,subclass,subset,medium,NA,NA,FALSE
fatty alcohol ethoxylate,Unclassified,TRUE,TRUE,Fatty alcohols,subclass,subset,medium,NA,NA,FALSE
"Barium Magnesium silicate, doped by Europium and Manganese",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"5(or 6)-tert-butyl-2'-chloro-6'-ethylamino-3',7'-dimethylspiro(isobenzofuran-1(1H),9'-xanthene)-3-one",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Silane, chlorodimethyloctadecyl-, hydrolysis products with silica",CAS without structure,TRUE,TRUE,Organosilicon compounds,subclass,subset,medium,NA,NA,FALSE
"Fatty acids, C14-18 and C16-18-unsatd., mixed esters with adipic acid and trimethylolpropane",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,medium,NA,NA,FALSE
"Oligomeric reaction products of 4,4'-propane-2,2-diyldiphenol and 2-methyloxirane and 2-(chloromethyl)oxirane",Unclassified,TRUE,TRUE,Epoxides,class,subset,low,NA,NA,FALSE
2-[2-(Methoxycarbonyl-phenyl-amino)-phenyl]-acetic acid,Unclassified,TRUE,FALSE,NA,NA,NA,high,2(hydroxyphenyl)acetic acids,0.8060425886332945,FALSE
"Methanaminium N,N,N-trimethyl-, salt with 2,2-dimethylpropanoic acid",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Saccharides from Saccharomyces Cerevisiae,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
PARSOL 309,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Gasoline, straight-run, topping-plant",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, chlorosulfonyl derivs., reaction products with 2-[(4-aminophenyl)amino]-5-nitrobenzenesulfonic acid, sodium salts",CAS without structure,TRUE,TRUE,Phthalocyanines,subclass,subset,high,NA,NA,FALSE
Lanolin,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"6-[C12-18-alkyl-(branched, unsaturated)-2,5-dioxopyrrolidin-1-yl]hexanoic acid",Unclassified,TRUE,TRUE,Lactams,class,subset,medium,NA,NA,FALSE
hydroxybutylcellulose,CAS without structure,TRUE,TRUE,Polysaccharides,class,subset,medium,NA,NA,FALSE
"fatty acids, coco",CAS without structure,TRUE,TRUE,Fatty acids and conjugates,subclass,subset,high,NA,NA,FALSE
"Fatty acids, montan-wax, stearyl esters",CAS without structure,TRUE,TRUE,Wax esters,direct_parent,subset,medium,NA,NA,FALSE
"(T-4)-Bis[1,1,2,2-tetramethyl-1,2-bis(sulfanylidene-kappaS)-1lambda(5),2lambda(5)-diphosphane]cadmium(2+) diperchlorate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of 1,3,6-naphthalenetrisulfonic acid, 7-[[2-[(aminocarbonyl)amino]-4-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]phenyl]azo]-, trisodium salt and lithium chloride",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Hexanedioic acid, 1,6-bis[2-hydroxy-3-[(1-oxoneodecyl)oxy]propyl] ester",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
PBNS,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
"Reaction Products of alcohols, C14-18, C18 unsat., esterified with phosphorus pentoxide and salted with amines, C12-14,-tert-alkyl",CAS without structure,TRUE,TRUE,Organic phosphoric acids and derivatives,class,subset,medium,NA,NA,FALSE
"A mixture of isomers of: α,α'-oxybis(ethyleneoxycarbonylamino(3,1-(methyl)phenylene)aminocarbonyl)bispoly(oxypropylene)bis(methyl-3-(3-(2-trimethoxysilanylethylthio)propoxycarbonylamino)phenylcarbamate)",Mixture,TRUE,TRUE,Carboxylic acid amides,direct_parent,subset,low,NA,NA,FALSE
"Hydrogen [29H,31H-phthalocyaninesulphonato(2-)-N29,N30,N31,N32]cuprate(1-), compound with (Z)-octadec-9-enylamine (1:1)",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Lead, isononanoate isooctanoate complexes, basic",CAS without structure,TRUE,TRUE,Organic lead salts,subclass,subset,medium,NA,NA,FALSE
"2-Acetone, condensation product with phenol",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
C8-18alkylbis(2-hydroxyethyl)ammonium bis(2-ethylhexyl)phosphate,CAS without structure,TRUE,TRUE,Quaternary ammonium salts,subclass,subset,medium,NA,NA,FALSE
Sodium phenolates and benzoate from tar oils and phenol resins manufacturing wastewater treatment,Unclassified,TRUE,TRUE,Organic salts,superclass,subset,medium,NA,NA,FALSE
"Sucrose and glycerol, reaction products with C12-18, C18unsatd. fatty acids",Unclassified,TRUE,TRUE,Glycerolipids,class,broader,low,NA,NA,FALSE
RS-21904-000,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fatty acids, C14-22, C16-24-alkyl esters",CAS without structure,TRUE,TRUE,Wax esters,direct_parent,subset,medium,NA,NA,FALSE
"Fatty acids, C9-13-neo-, zinc salts",CAS without structure,TRUE,TRUE,Organic metal salts,class,subset,medium,NA,NA,FALSE
"2-Naphthalenecarboxylic acid, 4-[2-[5-substituted-2-methoxyphenyl]diazenyl]-3-hydroxy-, calcium salt (2:1)",Unclassified,TRUE,TRUE,Organic metal salts,superclass,subset,medium,NA,NA,FALSE
4-phytase,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"1H-Pyrrole-2-acetamide, 1-[(2-chlorophenyl)methyl]-N,N-bis(1-methylpropyl)-α-oxo-",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Propolis (Water soluble extract),Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Lecithins (basic substance),CAS without structure,TRUE,TRUE,Glycerophosphocholines,subclass,subset,high,NA,NA,FALSE
(R)-4-(4-dimethylamino)-1-(4-fluorophenyl)-1-hydroxybutyl)-3-(hydroxymethyl)benzonitrile,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzol, 1-(4-ethylcyclohexyl)-, 3-fluor-, trans-,",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Salix spp. cortex,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
copolymers of vinylidene chloride with acrylonitrile,Unclassified,TRUE,TRUE,Organic Polymers,superclass,subset,medium,NA,NA,FALSE
"Dec-1-ene, trimers, hydrogenated",CAS without structure,TRUE,TRUE,Saturated hydrocarbons,class,subset,medium,NA,NA,FALSE
"Phosphoric acid, mono- and bis(branched and linear pentyl) esters",CAS without structure,TRUE,TRUE,Organic phosphoric acids and derivatives,superclass,subset,medium,NA,NA,FALSE
salts of strychnine,Unclassified,TRUE,TRUE,Strychnos alkaloids,class,subset,medium,NA,NA,FALSE
disodium 1-methoxy-1-oxohexadecane-2-sulfonate 1-methoxy-1-oxooctadecane-2-sulfonate,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Linseed oil, epoxidized",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
(Z)-3-(chloro((2-hydroxy-3-(piperidin-1-yl)propoxy)imino)methyl)pyridine 1-oxide,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Potassium cocoyl rice amino acids,Unclassified,TRUE,TRUE,"Amino acids, peptides, and analogues",subclass,subset,medium,NA,NA,FALSE
Trichoderma atroviride (formerly T. harzianum) strain T11,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Flue gases, lead-zinc blast furnace",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Oxidised Crude Tall Oil,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Speiss, lead-zinc",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"4,4'-bis((4,6-bis(4-cyclohexylphenoxy)-1,3,5-triazin-2-yl)oxy)-1,1'-biphenyl",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
silica and hydrated silicas,Unclassified,TRUE,TRUE,Homogeneous metalloid compounds,superclass,subset,low,NA,NA,FALSE
Per- and polyfluoroalkyl substances (PFAS),Substance group,TRUE,TRUE,Organofluorides,class,subset,medium,NA,NA,FALSE
Nonylphenol ether polyoxyethyleneglycol,Unclassified,TRUE,TRUE,Phenol ethers,class,subset,medium,NA,NA,FALSE
"Dodeca (lithium, sodium)-2-({4-[4-(4-{bis[alkyl-(sulfonatoalkoxy)-4-({-sulfonato-[(substituted-phenyl)diazenyl]phenyl} diazenyl)anilino]-triazin-yl}-6-[alkyl-(sulfonatoalkoxy)-4-(sulfonato-[(substituted-phenyl)diazenyl]phenyl)diazenyl)anilino]piperazin-yl)-triazin-ylamino]-alkyl-5-(sulfonatoalkoxy)phenyl}diazenyl)-5-[(sulfonatophenyl)diazenyl]benzensulfonate",Unclassified,TRUE,TRUE,Azobenzenes,class,subset,low,NA,NA,FALSE
hexamethylenediamine with adipic and/or sebacic acid,Unclassified,TRUE,TRUE,NA,NA,NA,low,NA,NA,FALSE
organopolysiloxanes with sorbitol groups,Unclassified,TRUE,TRUE,Siloxanes,subclass,subset,medium,NA,NA,FALSE
"Phenol, mono-C24-28 (even)-sec-alkyl derivs, ortho- and para-",Unclassified,TRUE,TRUE,Phenols,class,subset,high,NA,NA,FALSE
Trypsin,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
4-[bis(phenylsubstituted)substituted]phthalic acid,Unclassified,TRUE,TRUE,Phthalic acid and derivatives,direct_parent,subset,medium,NA,NA,FALSE
PAB-Z*HCL,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
Polychlorinated dibenzo-p-dioxins and dibenzofurans (PCDD/PCDF),Substance group,TRUE,TRUE,NA,NA,broader,high,Chlorinated dibenzo-p-dioxins,0.8131499215226573,FALSE
Reaction products of: glutamic acid and N-(C12-14-alkyl)propylenediamine,CAS without structure,TRUE,TRUE,"Amino acids, peptides, and analogues",subclass,subset,low,NA,NA,FALSE
"2‐aminoacetate, hydron, zinc(2+) sulfate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"fats and oils, from animal or vegetable food sources",Unclassified,TRUE,TRUE,Glycerolipids,class,subset,medium,NA,NA,FALSE
"Arsenopyrite, cobaltoan",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Hexamethylene diisocyanate, oligomerisation product, blocked with 3,5-Dimethyl-1H-pyrrazole",Unclassified,TRUE,TRUE,Polyureas,superclass,subset,low,NA,NA,FALSE
"Fatty acids, essential, Et esters",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,high,NA,NA,FALSE
trans-4-(tetrahydro-5-propyl-pyran-2-yl)-phenol,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Lead hexafluoro-silicate,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
(4-methoxybiphenyl-3-yl)hydrazine hydrochloride,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Nonanoic acid, mixed diesters, with oxybis[propanol] and dodecanoic acid",Unclassified,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
"3-acetylamino-5-(2-hydroxy-ethylcarbamoyl)-2,4,6-triiodo-benzoate ammonium",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"4,4'-[(6S)-6-phenylindolo[1,2-c][1,3]benzoxazine-3,10-diyl]bis{2-[(2S)-2-pyrrolidiniumyl]-1H-imidazol-3-ium} tetrachloride",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"residue, nickel matte leaching",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fatty acids, C9-11-branched, cadmium salts",CAS without structure,TRUE,TRUE,Organic cadmium salts,subclass,subset,medium,NA,NA,FALSE
polysaccharides,Unclassified,TRUE,TRUE,Polysaccharides,class,exact,high,Polysaccharides,1.0000000000000004,TRUE
"Soybean oil, epoxidised, reaction products with methanol and water",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
-,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzenesulphonic acid, dimethyl-, mono C14-16 (even numbered) sec alkyl derivs.",Unclassified,TRUE,TRUE,Benzenesulfonic acids and derivatives,subclass,subset,high,NA,NA,FALSE
FAT-80247,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Ceramic materials and wares, chemicals",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Repellents by smell of animal or plant origin/ tall oil pitch,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of 1,5-diaminoanthracene-9,10-dione and 1,8-diaminoanthracene-9,10-dione with bromine",Unclassified,TRUE,TRUE,Anthraquinones,subclass,subset,medium,NA,NA,FALSE
Cerevisane,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Butanoic acid, 4-amino-4-oxosulfo-, N-coco alkyl derivs., monosodium salts, compds. with triethanolamine",CAS without structure,TRUE,TRUE,Organic salts,superclass,subset,low,NA,NA,FALSE
"Sodium 2,4-diamino-5-(4-(2-sulfoxyethanesulfonyl)phenylazo)benzenesulfonate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
propan-2-amine:1-(heteropolycycle-6-yl)ethanone transaminase,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
terephtalic acid compound with diamines,Unclassified,TRUE,TRUE,Polypeptides,NA,broader,low,NA,NA,FALSE
Fermentation products of Ergot alkaloids with filamentous fungus,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Arsenenous acid, silver(1+) salt",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
organopolysiloxanes with pentaerythritol groups,Unclassified,TRUE,TRUE,Organosilicon compounds,subclass,subset,medium,NA,NA,FALSE
"7-amino-3-{(E)-[5-({4-(2-chloroethyl)butanoyl}amino)]diazenyl}-4-hydroxy-8-[(E)-(4-{2-(sulfonatooxy)ethyl}) diazenyl]naphthalene, polysulfonate, polysulfonyl, polyphenyl, sodium/potassium salt",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Slimes and Sludges, chlorine manuf. mercury cell brine treatment",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
polyethylene aminostearamide ethylsulfate,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
BSC495 COMPLEXED AMINE,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
BTMSPU,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
cadmium zinc sulphide yellow,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
5(6)-endo(exo)-perfluorohexylbicyclo[2.2.1]hept-2-yl-methyl-polysiloxane,CAS without structure,TRUE,TRUE,Organosilicon compounds,subclass,subset,medium,NA,NA,FALSE
"Fatty acids, tall-oil, reaction products with formaldehyde and (Z)-N-9-octadecenyl-1,3-propanediamine",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fatty acids, tall-oil, reaction products with 2-[(2-aminoethyl)amino]ethanol",CAS without structure,TRUE,TRUE,Fatty amides,subclass,subset,medium,NA,NA,FALSE
nickel matte,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"1H-pyrazole-3-carboxylic acid, 4-[[5-[[4,6-bis[(3-sulfopropyl)thio]-1,3,5-triazin-2-yl]amino]-2-sulfophenyl]azo]-1-(2,5-dichloro-4-sulfophenyl)-4,5-dihydro-5-oxo-, pentasodium salt",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
NIR-AM1,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Ethyl (3R,4R,5S)-4-acetamido-5-azido-3-(1-ethylpropoxy)cyclohex-1-enecarboxylate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
